id,anomalyScores
158,0.384481
159,0.394314
160,0.357001
161,0.411744
162,0.360888
163,0.372429
164,0.419179
165,0.381381
166,0.362535
167,0.368878
168,0.370373
169,0.383522
170,0.366585
171,0.396636
172,0.378328
173,0.369219
174,0.346224
175,0.379940
176,0.371306
177,0.355963
178,0.395596
179,0.407284
180,0.355121
181,0.411689
182,0.377331
183,0.364353
184,0.351999
185,0.397387
186,0.381328
187,0.422135
188,0.376719
189,0.406226
190,0.396552
191,0.377079
192,0.388890
193,0.394611
194,0.380848
195,0.359825
196,0.402757
197,0.369040
198,0.393027
199,0.382390
200,0.355815
201,0.359754
202,0.375866
203,0.396846
204,0.369675
205,0.361423
206,0.432661
207,0.390754
208,0.349663
209,0.431595
210,0.371660
211,0.351115
212,0.357562
213,0.416198
214,0.403173
215,0.391950
216,0.385464
217,0.363888
218,0.376703
219,0.381726
220,0.453298
221,0.398832
222,0.444011
223,0.372905
224,0.373770
225,0.389448
226,0.370352
227,0.356892
228,0.391251
229,0.443787
230,0.361404
231,0.351420
232,0.362039
233,0.400790
234,0.383462
235,0.388764
236,0.388776
237,0.369936
238,0.375143
239,0.374647
240,0.356804
241,0.410799
242,0.407561
243,0.373335
244,0.396338
245,0.381548
246,0.426202
247,0.356221
248,0.361275
249,0.440222
250,0.393017
251,0.351283
252,0.391810
253,0.436101
254,0.375924
255,0.403199
256,0.363563
257,0.368325
258,0.350762
259,0.380550
260,0.391828
261,0.380736
262,0.385120
263,0.376652
264,0.373683
265,0.385645
266,0.397175
267,0.354402
268,0.376086
269,0.351858
270,0.346524
271,0.361424
272,0.389911
273,0.380318
274,0.373974
275,0.368579
276,0.345191
277,0.432049
278,0.378573
279,0.385371
280,0.353412
281,0.409996
282,0.377940
283,0.442588
284,0.415379
285,0.353962
286,0.406534
287,0.375147
288,0.367840
289,0.360343
290,0.350223
291,0.374820
292,0.364340
293,0.429608
294,0.452621
295,0.370850
296,0.397296
297,0.370574
298,0.395918
299,0.396705
300,0.360463
301,0.368737
302,0.378390
303,0.411618
304,0.362293
305,0.368397
306,0.406675
307,0.360572
308,0.415655
309,0.351892
310,0.345468
311,0.379158
312,0.389516
313,0.354266
314,0.373614
315,0.355887
316,0.387006
317,0.420546
318,0.386274
319,0.359519
320,0.381718
321,0.376317
322,0.372235
323,0.400383
324,0.376938
325,0.413690
326,0.380903
327,0.402113
328,0.381117
329,0.377559
330,0.380914
331,0.377467
332,0.373463
333,0.385503
334,0.374035
335,0.372268
336,0.357290
337,0.379686
338,0.361597
339,0.424464
340,0.368469
341,0.410551
342,0.358099
343,0.379474
344,0.365167
345,0.354588
346,0.363836
347,0.423767
348,0.369696
349,0.385233
350,0.364151
351,0.356681
352,0.392805
353,0.360125
354,0.355279
355,0.359352
356,0.369416
357,0.356986
358,0.351086
359,0.398775
360,0.423313
361,0.387373
362,0.359689
363,0.359726
364,0.352944
365,0.399128
366,0.347337
367,0.392976
368,0.361972
369,0.365061
370,0.352904
371,0.382876
372,0.363001
373,0.366203
374,0.373442
375,0.422338
376,0.365563
377,0.380371
378,0.412776
379,0.359625
380,0.409342
381,0.396346
382,0.357008
383,0.361335
384,0.373329
385,0.443576
386,0.408441
387,0.368894
388,0.356139
389,0.355901
390,0.376705
391,0.413752
392,0.405042
393,0.384884
394,0.360072
395,0.382730
396,0.358822
397,0.357150
398,0.347294
399,0.419146
400,0.426212
401,0.371158
402,0.365528
403,0.377250
404,0.388301
405,0.398846
406,0.357465
407,0.376036
408,0.346059
409,0.362618
410,0.405855
411,0.368329
412,0.349398
413,0.362281
414,0.373686
415,0.394458
416,0.353780
417,0.365308
418,0.359893
419,0.361328
420,0.360415
421,0.378304
422,0.362439
423,0.356119
424,0.414812
425,0.382708
426,0.422442
427,0.425340
428,0.367712
429,0.441138
430,0.370325
431,0.376442
432,0.401239
433,0.385657
434,0.378302
435,0.420658
436,0.356832
437,0.372012
438,0.372202
439,0.383694
440,0.459860
441,0.353576
442,0.359211
443,0.357162
444,0.376343
445,0.382154
446,0.383406
447,0.357681
448,0.407819
449,0.377849
450,0.347442
451,0.391315
452,0.406646
453,0.411479
454,0.344776
455,0.353492
456,0.363212
457,0.388615
458,0.432744
459,0.371579
460,0.373584
461,0.386633
462,0.442007
463,0.365167
464,0.465118
465,0.396970
466,0.346041
467,0.398923
468,0.397432
469,0.387799
470,0.357305
471,0.365596
472,0.360287
473,0.427099
474,0.374891
475,0.355669
476,0.373082
477,0.399770
478,0.375766
479,0.374804
480,0.377701
481,0.383231
482,0.356434
483,0.410298
484,0.346471
485,0.389671
486,0.396804
487,0.369859
488,0.394626
489,0.406751
490,0.387418
491,0.372534
492,0.362110
493,0.398743
494,0.412988
495,0.406051
496,0.372850
497,0.379895
498,0.367493
499,0.380295
500,0.378666
501,0.369260
502,0.359590
503,0.375938
504,0.418625
505,0.378134
506,0.403874
507,0.358493
508,0.359371
509,0.392521
510,0.353211
511,0.375665
512,0.385123
513,0.377620
514,0.356653
515,0.412887
516,0.416402
517,0.388976
518,0.365483
519,0.418849
520,0.369199
521,0.398814
522,0.379603
523,0.369342
524,0.416789
525,0.371613
526,0.448708
527,0.382530
528,0.429347
529,0.368512
530,0.386752
531,0.385717
532,0.380578
533,0.374539
534,0.386416
535,0.369384
536,0.366337
537,0.369250
538,0.351628
539,0.389783
540,0.367199
541,0.374828
542,0.386018
543,0.372319
544,0.403192
545,0.370740
546,0.391494
547,0.363002
548,0.408363
549,0.393644
550,0.363421
551,0.406625
552,0.359110
553,0.358984
554,0.408045
555,0.390658
556,0.354073
557,0.411268
558,0.374097
559,0.395215
560,0.357210
561,0.393830
562,0.391488
563,0.414432
564,0.368588
565,0.389542
566,0.356724
567,0.369202
568,0.395681
569,0.381963
570,0.417998
571,0.379975
572,0.351629
573,0.355681
574,0.355147
575,0.368890
576,0.371233
577,0.423626
578,0.371267
579,0.374912
580,0.363096
581,0.387099
582,0.391341
583,0.362445
584,0.363190
585,0.369578
586,0.360659
587,0.365182
588,0.353824
589,0.363212
590,0.359209
591,0.434911
592,0.372512
593,0.360228
594,0.370021
595,0.363882
596,0.421978
597,0.389632
598,0.401630
599,0.372380
600,0.352083
601,0.367624
602,0.375873
603,0.409982
604,0.344587
605,0.382889
606,0.440597
607,0.384306
608,0.383825
609,0.360906
610,0.401085
611,0.358010
612,0.388693
613,0.370407
614,0.385788
615,0.383424
616,0.387950
617,0.382844
618,0.351962
619,0.389596
620,0.414878
621,0.357447
622,0.417082
623,0.386501
624,0.368281
625,0.374147
626,0.412745
627,0.372586
628,0.367321
629,0.383492
630,0.355075
631,0.373210
632,0.404477
633,0.405482
634,0.349693
635,0.386614
636,0.353491
637,0.361377
638,0.348509
639,0.396875
640,0.408647
641,0.362698
642,0.400947
643,0.394857
644,0.359750
645,0.381515
646,0.358210
647,0.375419
648,0.347947
649,0.387830
650,0.387200
651,0.381999
652,0.360926
653,0.378137
654,0.371229
655,0.380492
656,0.391129
657,0.397262
658,0.406601
659,0.387200
660,0.358595
661,0.375360
662,0.384120
663,0.380285
664,0.392879
665,0.408237
666,0.373565
667,0.403779
668,0.402325
669,0.408685
670,0.453791
671,0.361343
672,0.376376
673,0.402933
674,0.357291
675,0.385616
676,0.347504
677,0.391858
678,0.347344
679,0.382439
680,0.370890
681,0.402473
682,0.361618
683,0.381193
684,0.391195
685,0.375073
686,0.372218
687,0.364168
688,0.379846
689,0.412427
690,0.368106
691,0.361359
692,0.380408
693,0.387230
694,0.361408
695,0.381845
696,0.362160
697,0.390439
698,0.355746
699,0.400378
700,0.368191
701,0.403222
702,0.397268
703,0.382895
704,0.424604
705,0.385647
706,0.392338
707,0.357761
708,0.360632
709,0.412656
710,0.350566
711,0.365064
712,0.404735
713,0.432090
714,0.374592
715,0.384641
716,0.383772
717,0.402499
718,0.368404
719,0.419770
720,0.356283
721,0.403057
722,0.418414
723,0.383423
724,0.395184
725,0.387049
726,0.365952
727,0.363583
728,0.351630
729,0.399815
730,0.378627
731,0.384579
732,0.411394
733,0.422348
734,0.410832
735,0.394365
736,0.365971
737,0.398140
738,0.349250
739,0.402013
740,0.365332
741,0.365631
742,0.385410
743,0.442211
744,0.359187
745,0.436662
746,0.352688
747,0.360286
748,0.375341
749,0.377263
750,0.366782
751,0.394380
752,0.391845
753,0.380454
754,0.346793
755,0.369809
756,0.440553
757,0.395807
758,0.393743
759,0.402541
760,0.384530
761,0.373427
762,0.371161
763,0.384881
764,0.416069
765,0.360998
766,0.383671
767,0.380456
768,0.378303
769,0.406371
770,0.398496
771,0.385303
772,0.400501
773,0.362286
774,0.414730
775,0.366547
776,0.372914
777,0.384495
778,0.359515
779,0.362996
780,0.350739
781,0.441493
782,0.362546
783,0.363941
784,0.365410
785,0.386130
786,0.358235
787,0.421696
788,0.364898
789,0.376817
790,0.421941
791,0.382574
792,0.415625
793,0.366936
794,0.393510
795,0.367765
796,0.357785
797,0.383310
798,0.369422
799,0.389486
800,0.368514
801,0.394160
802,0.372938
803,0.369439
804,0.414536
805,0.373479
806,0.366853
807,0.380846
808,0.360243
809,0.356129
810,0.391278
811,0.380081
812,0.367961
813,0.387508
814,0.433509
815,0.385613
816,0.371277
817,0.375451
818,0.385326
819,0.373130
820,0.389412
821,0.373901
822,0.350116
823,0.376086
824,0.362551
825,0.420604
826,0.429374
827,0.361002
828,0.435083
829,0.389512
830,0.397995
831,0.396343
832,0.361420
833,0.358990
834,0.366375
835,0.361380
836,0.376404
837,0.392402
838,0.346253
839,0.372366
840,0.377388
841,0.395187
842,0.382659
843,0.383687
844,0.388442
845,0.393488
846,0.393762
847,0.400091
848,0.404064
849,0.407904
850,0.378574
851,0.394822
852,0.365256
853,0.369229
854,0.374024
855,0.396527
856,0.356570
857,0.400419
858,0.362044
859,0.426681
860,0.396460
861,0.381948
862,0.399748
863,0.377312
864,0.351677
865,0.384340
866,0.413876
867,0.394073
868,0.367896
869,0.394667
870,0.362057
871,0.357102
872,0.463267
873,0.424534
874,0.404774
875,0.448724
876,0.362443
877,0.380444
878,0.362295
879,0.373183
880,0.370781
881,0.381931
882,0.407573
883,0.401643
884,0.351109
885,0.383773
886,0.432655
887,0.389746
888,0.357350
889,0.418612
890,0.375077
891,0.358858
892,0.358287
893,0.428565
894,0.374222
895,0.422155
896,0.399658
897,0.383065
898,0.366623
899,0.371031
900,0.349272
901,0.382071
902,0.390567
903,0.414878
904,0.389290
905,0.363730
906,0.389008
907,0.426153
908,0.398295
909,0.422221
910,0.401549
911,0.386583
912,0.374733
913,0.398866
914,0.382390
915,0.372436
916,0.392595
917,0.415639
918,0.366590
919,0.362038
920,0.354677
921,0.382184
922,0.353370
923,0.386068
924,0.433248
925,0.392982
926,0.401905
927,0.397943
928,0.373401
929,0.386915
930,0.381307
931,0.404837
932,0.377098
933,0.374548
934,0.399761
935,0.380441
936,0.357916
937,0.376242
938,0.366114
939,0.366150
940,0.373742
941,0.353071
942,0.417963
943,0.383445
944,0.424733
945,0.358860
946,0.386084
947,0.368157
948,0.368259
949,0.399707
950,0.379103
951,0.360380
952,0.372772
953,0.385155
954,0.382221
955,0.367957
956,0.381977
957,0.388905
958,0.373258
959,0.371310
960,0.407209
961,0.356223
962,0.386941
963,0.377897
964,0.381830
965,0.399093
966,0.388076
967,0.386474
968,0.354290
969,0.392540
970,0.380841
971,0.363744
972,0.406715
973,0.378933
974,0.386279
975,0.407245
976,0.370592
977,0.380292
978,0.350238
979,0.390412
980,0.355130
981,0.403965
982,0.353764
983,0.387219
984,0.415104
985,0.371239
986,0.415798
987,0.378872
988,0.380634
989,0.419275
990,0.409840
991,0.380876
992,0.398906
993,0.353832
994,0.403151
995,0.403436
996,0.369061
997,0.404826
998,0.377477
999,0.381837
1000,0.374897
1001,0.394993
1002,0.345859
1003,0.361586
1004,0.357149
1005,0.387143
1006,0.361908
1007,0.373980
1008,0.380892
1009,0.376886
1010,0.426583
1011,0.400369
1012,0.348429
1013,0.382398
1014,0.384507
1015,0.405917
1016,0.375105
1017,0.351318
1018,0.395005
1019,0.399555
1020,0.367173
1021,0.372538
1022,0.350868
1023,0.362424
1024,0.381276
1025,0.361405
1026,0.361824
1027,0.351838
1028,0.436682
1029,0.412096
1030,0.431324
1031,0.350906
1032,0.372218
1033,0.387976
1034,0.394949
1035,0.370691
1036,0.372871
1037,0.358990
1038,0.376203
1039,0.376228
1040,0.451504
1041,0.386563
1042,0.371724
1043,0.398263
1044,0.346820
1045,0.375714
1046,0.387889
1047,0.403346
1048,0.427344
1049,0.400522
1050,0.386468
1051,0.357446
1052,0.351750
1053,0.385196
1054,0.387870
1055,0.376311
1056,0.362454
1057,0.369647
1058,0.375285
1059,0.363923
1060,0.346700
1061,0.358638
1062,0.373413
1063,0.358363
1064,0.376977
1065,0.349702
1066,0.364774
1067,0.387563
1068,0.362975
1069,0.376369
1070,0.362214
1071,0.375529
1072,0.385475
1073,0.368590
1074,0.370502
1075,0.394009
1076,0.392267
1077,0.391285
1078,0.420047
1079,0.350555
1080,0.346930
1081,0.348567
1082,0.374719
1083,0.397275
1084,0.349233
1085,0.355032
1086,0.364939
1087,0.390359
1088,0.349103
1089,0.371223
1090,0.396205
1091,0.397238
1092,0.376750
1093,0.415744
1094,0.361965
1095,0.349274
1096,0.405920
1097,0.441229
1098,0.357767
1099,0.374588
1100,0.358535
1101,0.371887
1102,0.413001
1103,0.373739
1104,0.381868
1105,0.387095
1106,0.355368
1107,0.399376
1108,0.423805
1109,0.384606
1110,0.357207
1111,0.376360
1112,0.365500
1113,0.365206
1114,0.367938
1115,0.366424
1116,0.391499
1117,0.368662
1118,0.347622
1119,0.393339
1120,0.377469
1121,0.391762
1122,0.370367
1123,0.360857
1124,0.385881
1125,0.386673
1126,0.361796
1127,0.391519
1128,0.387951
1129,0.402315
1130,0.372987
1131,0.353786
1132,0.347040
1133,0.364056
1134,0.410833
1135,0.366339
1136,0.369314
1137,0.396524
1138,0.358827
1139,0.388850
1140,0.397524
1141,0.398669
1142,0.376569
1143,0.375780
1144,0.370345
1145,0.377062
1146,0.374986
1147,0.376360
1148,0.360213
1149,0.354272
1150,0.372956
1151,0.375931
1152,0.389074
1153,0.371715
1154,0.373659
1155,0.353468
1156,0.369084
1157,0.380727
1158,0.429956
1159,0.378371
1160,0.408902
1161,0.366195
1162,0.420719
1163,0.374317
1164,0.372727
1165,0.379266
1166,0.355717
1167,0.363687
1168,0.357164
1169,0.361129
1170,0.366465
1171,0.363233
1172,0.374507
1173,0.360788
1174,0.351924
1175,0.386226
1176,0.420762
1177,0.364866
1178,0.354398
1179,0.415193
1180,0.387775
1181,0.358938
1182,0.362221
1183,0.420901
1184,0.392227
1185,0.391830
1186,0.378174
1187,0.396300
1188,0.391460
1189,0.400259
1190,0.388011
1191,0.374650
1192,0.352105
1193,0.410814
1194,0.402867
1195,0.397696
1196,0.409505
1197,0.355511
1198,0.369275
1199,0.441623
1200,0.346874
1201,0.383293
1202,0.375445
1203,0.387692
1204,0.363647
1205,0.377643
1206,0.420682
1207,0.402075
1208,0.382341
1209,0.440895
1210,0.373850
1211,0.359654
1212,0.371284
1213,0.407622
1214,0.403803
1215,0.430948
1216,0.372533
1217,0.377141
1218,0.360472
1219,0.408996
1220,0.392893
1221,0.382513
1222,0.383231
1223,0.399252
1224,0.367054
1225,0.376553
1226,0.393678
1227,0.369913
1228,0.362074
1229,0.359119
1230,0.347655
1231,0.381872
1232,0.364579
1233,0.394919
1234,0.361554
1235,0.368020
1236,0.371346
1237,0.374814
1238,0.348299
1239,0.411074
1240,0.358633
1241,0.413920
1242,0.345709
1243,0.359106
1244,0.369611
1245,0.408257
1246,0.385063
1247,0.402582
1248,0.397017
1249,0.420721
1250,0.355581
1251,0.374628
1252,0.348455
1253,0.411396
1254,0.369862
1255,0.430240
1256,0.352517
1257,0.386413
1258,0.395457
1259,0.364236
1260,0.406355
1261,0.396434
1262,0.418448
1263,0.403742
1264,0.410759
1265,0.405414
1266,0.417369
1267,0.432766
1268,0.378592
1269,0.436817
1270,0.360187
1271,0.411774
1272,0.386486
1273,0.412966
1274,0.384661
1275,0.389665
1276,0.412290
1277,0.358932
1278,0.372703
1279,0.400203
1280,0.359392
1281,0.377237
1282,0.366379
1283,0.380714
1284,0.350664
1285,0.378127
1286,0.361021
1287,0.361420
1288,0.371803
1289,0.399335
1290,0.446602
1291,0.383157
1292,0.359904
1293,0.359730
1294,0.365263
1295,0.426676
1296,0.379805
1297,0.396822
1298,0.372411
1299,0.394992
1300,0.362850
1301,0.431779
1302,0.394154
1303,0.402012
1304,0.390718
1305,0.379009
1306,0.416448
1307,0.362737
1308,0.367602
1309,0.382049
1310,0.438875
1311,0.394984
1312,0.375842
1313,0.397565
1314,0.411031
1315,0.398879
1316,0.362052
1317,0.394328
1318,0.378841
1319,0.421896
1320,0.373082
1321,0.354034
1322,0.395448
1323,0.396119
1324,0.391811
1325,0.386901
1326,0.360608
1327,0.403554
1328,0.365881
1329,0.389208
1330,0.369021
1331,0.361240
1332,0.386035
1333,0.376988
1334,0.403439
1335,0.371533
1336,0.388815
1337,0.374506
1338,0.377627
1339,0.398336
1340,0.383556
1341,0.375650
1342,0.351247
1343,0.380023
1344,0.380549
1345,0.388768
1346,0.406195
1347,0.360994
1348,0.361383
1349,0.390975
1350,0.365041
1351,0.392001
1352,0.397062
1353,0.375535
1354,0.348758
1355,0.363033
1356,0.415262
1357,0.369267
1358,0.385863
1359,0.404321
1360,0.368174
1361,0.407848
1362,0.367013
1363,0.438749
1364,0.400803
1365,0.363778
1366,0.435205
1367,0.455199
1368,0.413483
1369,0.360830
1370,0.378234
1371,0.433609
1372,0.418614
1373,0.382045
1374,0.386092
1375,0.362020
1376,0.383546
1377,0.390313
1378,0.373293
1379,0.375836
1380,0.425884
1381,0.369847
1382,0.417066
1383,0.367125
1384,0.372709
1385,0.388694
1386,0.417442
1387,0.390104
1388,0.381734
1389,0.374906
1390,0.371428
1391,0.390692
1392,0.378428
1393,0.391781
1394,0.351357
1395,0.424484
1396,0.359210
1397,0.446186
1398,0.377920
1399,0.375207
1400,0.381209
1401,0.395709
1402,0.401405
1403,0.415413
1404,0.378978
1405,0.367346
1406,0.381369
1407,0.411774
1408,0.378684
1409,0.396204
1410,0.357686
1411,0.390658
1412,0.356408
1413,0.374198
1414,0.404936
1415,0.381177
1416,0.404223
1417,0.381916
1418,0.376625
1419,0.368725
1420,0.461318
1421,0.360265
1422,0.367356
1423,0.398696
1424,0.401711
1425,0.364185
1426,0.359066
1427,0.411355
1428,0.379468
1429,0.392370
1430,0.378677
1431,0.386147
1432,0.420451
1433,0.371519
1434,0.356698
1435,0.376607
1436,0.360388
1437,0.414049
1438,0.395924
1439,0.392152
1440,0.413920
1441,0.359562
1442,0.381874
1443,0.419784
1444,0.385437
1445,0.353497
1446,0.374424
1447,0.413275
1448,0.483810
1449,0.404093
1450,0.353934
1451,0.379484
1452,0.352377
1453,0.408306
1454,0.392724
1455,0.363445
1456,0.382302
1457,0.363932
1458,0.347907
1459,0.369680
1460,0.409007
1461,0.388398
1462,0.378329
1463,0.348417
1464,0.354093
1465,0.367386
1466,0.477755
1467,0.377855
1468,0.371204
1469,0.398964
1470,0.383160
1471,0.421688
1472,0.358264
1473,0.359392
1474,0.370833
1475,0.380584
1476,0.363151
1477,0.381748
1478,0.402661
1479,0.422230
1480,0.429541
1481,0.375185
1482,0.365641
1483,0.352194
1484,0.392645
1485,0.368358
1486,0.363063
1487,0.371899
1488,0.384521
1489,0.425892
1490,0.392811
1491,0.355892
1492,0.364671
1493,0.374395
1494,0.406166
1495,0.428281
1496,0.349332
1497,0.361911
1498,0.361366
1499,0.370959
1500,0.353370
1501,0.406540
1502,0.402827
1503,0.375277
1504,0.404018
1505,0.412015
1506,0.357566
1507,0.360880
1508,0.370615
1509,0.379686
1510,0.361221
1511,0.392336
1512,0.362620
1513,0.374266
1514,0.369264
1515,0.374486
1516,0.367091
1517,0.424319
1518,0.402925
1519,0.400756
1520,0.379503
1521,0.350046
1522,0.399869
1523,0.370713
1524,0.366832
1525,0.367844
1526,0.440900
1527,0.359549
1528,0.351851
1529,0.382049
1530,0.403693
1531,0.372445
1532,0.418152
1533,0.381130
1534,0.420648
1535,0.374168
1536,0.385659
1537,0.393002
1538,0.407222
1539,0.403356
1540,0.382438
1541,0.394956
1542,0.361589
1543,0.367627
1544,0.351321
1545,0.363101
1546,0.380593
1547,0.359774
1548,0.351161
1549,0.390415
1550,0.417533
1551,0.374326
1552,0.369172
1553,0.370131
1554,0.359427
1555,0.361107
1556,0.380922
1557,0.368163
1558,0.419924
1559,0.380659
1560,0.386906
1561,0.405281
1562,0.365580
1563,0.412286
1564,0.364086
1565,0.379600
1566,0.386730
1567,0.385009
1568,0.376962
1569,0.373788
1570,0.353711
1571,0.421501
1572,0.366065
1573,0.367114
1574,0.404359
1575,0.369292
1576,0.362389
1577,0.370770
1578,0.390991
1579,0.358623
1580,0.380684
1581,0.388388
1582,0.381150
1583,0.403884
1584,0.400223
1585,0.359599
1586,0.403888
1587,0.373689
1588,0.385762
1589,0.386447
1590,0.424750
1591,0.369857
1592,0.374878
1593,0.397195
1594,0.362544
1595,0.399697
1596,0.424747
1597,0.356421
1598,0.371195
1599,0.386350
1600,0.369243
1601,0.364398
1602,0.411871
1603,0.385998
1604,0.387205
1605,0.388170
1606,0.390186
1607,0.347644
1608,0.381370
1609,0.403357
1610,0.373880
1611,0.391677
1612,0.353561
1613,0.371549
1614,0.367131
1615,0.379779
1616,0.403709
1617,0.367361
1618,0.433209
1619,0.367189
1620,0.409157
1621,0.372121
1622,0.411632
1623,0.360341
1624,0.404923
1625,0.399140
1626,0.401582
1627,0.350213
1628,0.382121
1629,0.417450
1630,0.366255
1631,0.381997
1632,0.370693
1633,0.385870
1634,0.376245
1635,0.368768
1636,0.372278
1637,0.379520
1638,0.372946
1639,0.362277
1640,0.347311
1641,0.371780
1642,0.390058
1643,0.354386
1644,0.383552
1645,0.427712
1646,0.411409
1647,0.350764
1648,0.386133
1649,0.419761
1650,0.368988
1651,0.398957
1652,0.405800
1653,0.368883
1654,0.346517
1655,0.371808
1656,0.351467
1657,0.375562
1658,0.348218
1659,0.354116
1660,0.400010
1661,0.390664
1662,0.387191
1663,0.360881
1664,0.443395
1665,0.350333
1666,0.369871
1667,0.356383
1668,0.360297
1669,0.372261
1670,0.369556
1671,0.364371
1672,0.409622
1673,0.365314
1674,0.417368
1675,0.379517
1676,0.363373
1677,0.381009
1678,0.434136
1679,0.416874
1680,0.349551
1681,0.349691
1682,0.415953
1683,0.379307
1684,0.385948
1685,0.386717
1686,0.363525
1687,0.361724
1688,0.402249
1689,0.367841
1690,0.380738
1691,0.377317
1692,0.378720
1693,0.358675
1694,0.372225
1695,0.365556
1696,0.353687
1697,0.347098
1698,0.397677
1699,0.348263
1700,0.347578
1701,0.415476
1702,0.419435
1703,0.348378
1704,0.353265
1705,0.358939
1706,0.368048
1707,0.370553
1708,0.379717
1709,0.407439
1710,0.351582
1711,0.411381
1712,0.395407
1713,0.368780
1714,0.361961
1715,0.420579
1716,0.347022
1717,0.350134
1718,0.369904
1719,0.377891
1720,0.357612
1721,0.385632
1722,0.390463
1723,0.428227
1724,0.434152
1725,0.429163
1726,0.379469
1727,0.389930
1728,0.356986
1729,0.436816
1730,0.358550
1731,0.387512
1732,0.370372
1733,0.356681
1734,0.350174
1735,0.382394
1736,0.355108
1737,0.374793
1738,0.363804
1739,0.365113
1740,0.375068
1741,0.379540
1742,0.413849
1743,0.363751
1744,0.364435
1745,0.378905
1746,0.361657
1747,0.362033
1748,0.378719
1749,0.369163
1750,0.369342
1751,0.363313
1752,0.375672
1753,0.399773
1754,0.399029
1755,0.388186
1756,0.410044
1757,0.379983
1758,0.390113
1759,0.403145
1760,0.371990
1761,0.373067
1762,0.359447
1763,0.354699
1764,0.387694
1765,0.357983
1766,0.390421
1767,0.358189
1768,0.401053
1769,0.405495
1770,0.354187
1771,0.441689
1772,0.396188
1773,0.367959
1774,0.407848
1775,0.416263
1776,0.392368
1777,0.365500
1778,0.428134
1779,0.365383
1780,0.376500
1781,0.376017
1782,0.375822
1783,0.382210
1784,0.397823
1785,0.369385
1786,0.350087
1787,0.349741
1788,0.367255
1789,0.365263
1790,0.422736
1791,0.384973
1792,0.365904
1793,0.376290
1794,0.385112
1795,0.380175
1796,0.372863
1797,0.405356
1798,0.423916
1799,0.374934
1800,0.399578
1801,0.370692
1802,0.377682
1803,0.366964
1804,0.378238
1805,0.367959
1806,0.374298
1807,0.350025
1808,0.377636
1809,0.389642
1810,0.370277
1811,0.362135
1812,0.366851
1813,0.369958
1814,0.401043
1815,0.353214
1816,0.349186
1817,0.387219
1818,0.364665
1819,0.422683
1820,0.391343
1821,0.354236
1822,0.348753
1823,0.381705
1824,0.378268
1825,0.375083
1826,0.432033
1827,0.372296
1828,0.424338
1829,0.371496
1830,0.368100
1831,0.352338
1832,0.353380
1833,0.375354
1834,0.384208
1835,0.368536
1836,0.361278
1837,0.411578
1838,0.353070
1839,0.354705
1840,0.408250
1841,0.402517
1842,0.381210
1843,0.422828
1844,0.399359
1845,0.419642
1846,0.356138
1847,0.385588
1848,0.363924
1849,0.390193
1850,0.350034
1851,0.433862
1852,0.365771
1853,0.372666
1854,0.356637
1855,0.376315
1856,0.396712
1857,0.424092
1858,0.373270
1859,0.360580
1860,0.367375
1861,0.403980
1862,0.366662
1863,0.404930
1864,0.363706
1865,0.416241
1866,0.364077
1867,0.387806
1868,0.413314
1869,0.381518
1870,0.361001
1871,0.406020
