id,anomalyScores
271,0.363318
272,0.390787
273,0.382092
274,0.372626
275,0.371622
276,0.348748
277,0.433343
278,0.382803
279,0.389112
280,0.356174
281,0.412704
282,0.377400
283,0.443165
284,0.414913
285,0.354361
286,0.408536
287,0.381098
288,0.367344
289,0.361846
290,0.353665
291,0.381150
292,0.363868
293,0.427288
294,0.454198
295,0.373497
296,0.397965
297,0.376347
298,0.397834
299,0.397908
300,0.361177
301,0.369328
302,0.378861
303,0.412078
304,0.362037
305,0.369200
306,0.410121
307,0.359832
308,0.413665
309,0.355687
310,0.348781
311,0.382725
312,0.398146
313,0.357161
314,0.374240
315,0.358726
316,0.386231
317,0.424460
318,0.381640
319,0.360533
320,0.384872
321,0.380796
322,0.376391
323,0.400764
324,0.376644
325,0.416595
326,0.380588
327,0.401716
328,0.380321
329,0.382489
330,0.378191
331,0.378683
332,0.375701
333,0.389483
334,0.374483
335,0.375416
336,0.359129
337,0.379325
338,0.364361
339,0.424996
340,0.371186
341,0.410735
342,0.358693
343,0.379430
344,0.365366
345,0.358576
346,0.366807
347,0.428595
348,0.373214
349,0.387521
350,0.363374
351,0.361386
352,0.399305
353,0.361282
354,0.355837
355,0.362500
356,0.369547
357,0.360235
358,0.353175
359,0.401912
360,0.421513
361,0.390800
362,0.358445
363,0.363992
364,0.353952
365,0.402574
366,0.349305
367,0.394830
368,0.362940
369,0.365487
370,0.356736
371,0.384988
372,0.366104
373,0.366926
374,0.373375
375,0.426270
376,0.365690
377,0.383412
378,0.410486
379,0.360477
380,0.410351
381,0.400799
382,0.357084
383,0.361198
384,0.372635
385,0.445978
386,0.416733
387,0.368690
388,0.356906
389,0.357538
390,0.379243
391,0.417976
392,0.403935
393,0.386846
394,0.360905
395,0.386432
396,0.360583
397,0.359286
398,0.349961
399,0.420866
400,0.421645
401,0.369049
402,0.367464
403,0.382574
404,0.392689
405,0.398742
406,0.361031
407,0.379987
408,0.350105
409,0.361174
410,0.401128
411,0.371214
412,0.352638
413,0.365675
414,0.376252
415,0.397951
416,0.357126
417,0.368641
418,0.362882
419,0.361459
420,0.358666
421,0.382023
422,0.363923
423,0.356692
424,0.413896
425,0.385348
426,0.424075
427,0.425055
428,0.370162
429,0.438990
430,0.371917
431,0.378307
432,0.397870
433,0.393495
434,0.375086
435,0.422047
436,0.356202
437,0.372233
438,0.375460
439,0.382850
440,0.456161
441,0.353762
442,0.359889
443,0.360163
444,0.374704
445,0.384867
446,0.383562
447,0.359927
448,0.410988
449,0.379854
450,0.350340
451,0.389207
452,0.410951
453,0.415174
454,0.348506
455,0.358651
456,0.365562
457,0.391776
458,0.429039
459,0.373806
460,0.372058
461,0.387798
462,0.444127
463,0.362410
464,0.465588
465,0.397982
466,0.350960
467,0.396554
468,0.398541
469,0.393141
470,0.356053
471,0.365558
472,0.365007
473,0.425567
474,0.376833
475,0.361869
476,0.374378
477,0.398191
478,0.382954
479,0.377924
480,0.381120
481,0.383660
482,0.356328
483,0.411749
484,0.349184
485,0.393307
486,0.400650
487,0.370986
488,0.397545
489,0.413873
490,0.388816
491,0.374672
492,0.364301
493,0.396336
494,0.411903
495,0.409337
496,0.374976
497,0.381226
498,0.364793
499,0.379035
500,0.377032
501,0.371846
502,0.358777
503,0.377423
504,0.418071
505,0.378173
506,0.407316
507,0.363959
508,0.364611
509,0.392653
510,0.354680
511,0.378642
512,0.386458
513,0.376439
514,0.359929
515,0.413007
516,0.415139
517,0.390930
518,0.368332
519,0.420818
520,0.368896
521,0.397099
522,0.382439
523,0.366841
524,0.416029
525,0.374353
526,0.448284
527,0.384347
528,0.428727
529,0.372906
530,0.383286
531,0.388933
532,0.383034
533,0.375176
534,0.387826
535,0.373990
536,0.367447
537,0.375200
538,0.353697
539,0.395194
540,0.369510
541,0.372867
542,0.389100
543,0.373051
544,0.405878
545,0.375842
546,0.392405
547,0.367996
548,0.407595
549,0.396192
550,0.363666
551,0.407432
552,0.361348
553,0.363298
554,0.408817
555,0.392552
556,0.355477
557,0.409847
558,0.376396
559,0.398128
560,0.358282
561,0.399562
562,0.394885
563,0.415828
564,0.369970
565,0.390103
566,0.356971
567,0.375332
568,0.395832
569,0.381760
570,0.418452
571,0.378967
572,0.355135
573,0.360721
574,0.355799
575,0.372606
576,0.371676
577,0.424973
578,0.373802
579,0.379699
580,0.362336
581,0.391078
582,0.391667
583,0.366963
584,0.366351
585,0.366154
586,0.365327
587,0.368986
588,0.358040
589,0.368237
590,0.361551
591,0.424705
592,0.375867
593,0.365289
594,0.373364
595,0.367800
596,0.420078
597,0.387130
598,0.403432
599,0.374003
600,0.353868
601,0.369244
602,0.380581
603,0.414934
604,0.347759
605,0.389840
606,0.442403
607,0.382469
608,0.381316
609,0.364142
610,0.401838
611,0.364780
612,0.388842
613,0.375385
614,0.385009
615,0.379255
616,0.388047
617,0.385519
618,0.353547
619,0.387848
620,0.416050
621,0.359306
622,0.421349
623,0.387910
624,0.367265
625,0.370874
626,0.406118
627,0.372802
628,0.370007
629,0.389641
630,0.359010
631,0.375137
632,0.403526
633,0.411205
634,0.351808
635,0.392332
636,0.356864
637,0.370220
638,0.351038
639,0.397025
640,0.411736
641,0.365417
642,0.400880
643,0.399433
644,0.361489
645,0.385571
646,0.363713
647,0.377195
648,0.350457
649,0.388938
650,0.384435
651,0.383320
652,0.364158
653,0.379489
654,0.373668
655,0.381095
656,0.392569
657,0.397711
658,0.410874
659,0.389268
660,0.360713
661,0.379095
662,0.382302
663,0.379975
664,0.392693
665,0.408413
666,0.378177
667,0.406825
668,0.402571
669,0.413441
670,0.453591
671,0.366147
672,0.378091
673,0.407489
674,0.363610
675,0.390938
676,0.351679
677,0.386926
678,0.350909
679,0.381529
680,0.374223
681,0.406649
682,0.364674
683,0.384747
684,0.396207
685,0.375298
686,0.373755
687,0.365041
688,0.380861
689,0.416016
690,0.370619
691,0.366099
692,0.383227
693,0.390816
694,0.366645
695,0.387917
696,0.368191
697,0.389806
698,0.360192
699,0.400441
700,0.367954
701,0.406862
702,0.396089
703,0.382034
704,0.416919
705,0.388922
706,0.400745
707,0.361464
708,0.360839
709,0.414206
710,0.351896
711,0.368580
712,0.405932
713,0.428387
714,0.377405
715,0.392127
716,0.389485
717,0.403460
718,0.371403
719,0.422667
720,0.357616
721,0.401895
722,0.424029
723,0.384155
724,0.394635
725,0.389034
726,0.370957
727,0.364295
728,0.351319
729,0.393431
730,0.383228
731,0.389548
732,0.412059
733,0.429397
734,0.412799
735,0.391522
736,0.368432
737,0.399024
738,0.349769
739,0.403478
740,0.367925
741,0.366362
742,0.386093
743,0.449518
744,0.357258
745,0.443378
746,0.355229
747,0.362628
748,0.379854
749,0.378769
750,0.365235
751,0.398150
752,0.393484
753,0.382382
754,0.348431
755,0.371097
756,0.441561
757,0.397506
758,0.393804
759,0.408911
760,0.383296
761,0.378374
762,0.372275
763,0.383209
764,0.416694
765,0.363598
766,0.386064
767,0.382079
768,0.382505
769,0.407782
770,0.400313
771,0.389476
772,0.405235
773,0.366396
774,0.414292
775,0.369316
776,0.378210
777,0.385284
778,0.360444
779,0.366115
780,0.353398
781,0.447180
782,0.362676
783,0.365640
784,0.366776
785,0.385298
786,0.358193
787,0.422756
788,0.369402
789,0.379539
790,0.422724
791,0.384583
792,0.410375
793,0.369320
794,0.393444
795,0.372077
796,0.360710
797,0.383797
798,0.369653
799,0.396199
800,0.368357
801,0.397036
802,0.374112
803,0.374808
804,0.413600
805,0.373209
806,0.366764
807,0.383511
808,0.362012
809,0.359820
810,0.395295
811,0.385087
812,0.367624
813,0.389895
814,0.435577
815,0.384736
816,0.372133
817,0.379681
818,0.381645
819,0.372690
820,0.385630
821,0.378811
822,0.352117
823,0.374705
824,0.363988
825,0.422725
826,0.423815
827,0.361365
828,0.434702
829,0.389198
830,0.398761
831,0.394063
832,0.364271
833,0.363305
834,0.366037
835,0.364284
836,0.381316
837,0.398010
838,0.350640
839,0.375365
840,0.378996
841,0.394068
842,0.382684
843,0.385650
844,0.389737
845,0.399684
846,0.392111
847,0.397591
848,0.405114
849,0.412154
850,0.379881
851,0.393435
852,0.366170
853,0.368559
854,0.372265
855,0.393340
856,0.356986
857,0.404959
858,0.365309
859,0.430376
860,0.393902
861,0.386870
862,0.399423
863,0.376933
864,0.351678
865,0.384064
866,0.411997
867,0.401516
868,0.369230
869,0.396254
870,0.366250
871,0.360424
872,0.468604
873,0.426394
874,0.407813
875,0.458776
876,0.364616
877,0.381013
878,0.359235
879,0.373557
880,0.375670
881,0.384277
882,0.401934
883,0.398363
884,0.353257
885,0.385372
886,0.437770
887,0.384984
888,0.360769
889,0.423399
890,0.381093
891,0.362184
892,0.360599
893,0.431474
894,0.379426
895,0.429329
896,0.401408
897,0.383889
898,0.369852
899,0.372862
900,0.350898
901,0.383177
902,0.390412
903,0.413896
904,0.387470
905,0.365477
906,0.388169
907,0.428303
908,0.395563
909,0.421798
910,0.399065
911,0.389983
912,0.373771
913,0.397852
914,0.384962
915,0.372372
916,0.392383
917,0.414324
918,0.370635
919,0.363496
920,0.357920
921,0.381669
922,0.354872
923,0.384948
924,0.434793
925,0.395760
926,0.399249
927,0.401896
928,0.373908
929,0.381402
930,0.375948
931,0.410967
932,0.375030
933,0.376033
934,0.394417
935,0.382102
936,0.359683
937,0.378118
938,0.370789
939,0.369920
940,0.375597
941,0.356456
942,0.414130
943,0.383857
944,0.429438
945,0.359488
946,0.393310
947,0.366357
948,0.372345
949,0.401849
950,0.383116
951,0.363512
952,0.375687
953,0.387132
954,0.381076
955,0.368561
956,0.387211
957,0.390676
958,0.380100
959,0.374331
960,0.407897
961,0.360399
962,0.386403
963,0.382245
964,0.388261
965,0.403848
966,0.394358
967,0.387630
968,0.355292
969,0.391943
970,0.386247
971,0.364350
972,0.409847
973,0.379063
974,0.389949
975,0.411352
976,0.372068
977,0.377818
978,0.354550
979,0.393249
980,0.355922
981,0.402586
982,0.357453
983,0.386339
984,0.420090
985,0.374794
986,0.416362
987,0.380446
988,0.383643
989,0.420314
990,0.406208
991,0.377535
992,0.396685
993,0.358330
994,0.398179
995,0.405699
996,0.365063
997,0.408416
998,0.380947
999,0.382472
1000,0.377786
1001,0.395962
1002,0.348386
1003,0.365568
1004,0.359390
1005,0.385384
1006,0.362412
1007,0.373526
1008,0.383408
1009,0.377796
1010,0.425479
1011,0.404238
1012,0.351762
1013,0.384824
1014,0.387686
1015,0.406413
1016,0.375045
1017,0.353731
1018,0.397710
1019,0.401022
1020,0.367859
1021,0.372320
1022,0.354719
1023,0.366747
1024,0.384083
1025,0.364826
1026,0.364636
1027,0.352388
1028,0.437899
1029,0.417459
1030,0.436067
1031,0.354284
1032,0.378291
1033,0.393149
1034,0.390387
1035,0.372557
1036,0.374751
1037,0.358121
1038,0.373731
1039,0.380671
1040,0.447971
1041,0.385802
1042,0.369310
1043,0.396426
1044,0.351432
1045,0.379948
1046,0.386050
1047,0.409684
1048,0.422278
1049,0.399978
1050,0.389808
1051,0.360173
1052,0.353468
1053,0.385176
1054,0.388406
1055,0.378058
1056,0.361188
1057,0.374021
1058,0.378946
1059,0.367246
1060,0.350304
1061,0.361497
1062,0.373002
1063,0.361415
1064,0.378795
1065,0.351702
1066,0.367047
1067,0.391533
1068,0.365835
1069,0.380804
1070,0.360268
1071,0.379325
1072,0.383706
1073,0.370107
1074,0.376538
1075,0.394948
1076,0.392485
1077,0.396085
1078,0.420934
1079,0.354601
1080,0.349390
1081,0.350892
1082,0.375441
1083,0.398189
1084,0.351737
1085,0.359113
1086,0.363973
1087,0.398692
1088,0.350966
1089,0.374675
1090,0.400349
1091,0.399256
1092,0.377700
1093,0.416780
1094,0.362529
1095,0.351513
1096,0.411046
1097,0.439717
1098,0.355302
1099,0.377152
1100,0.360069
1101,0.372195
1102,0.416888
1103,0.372599
1104,0.380588
1105,0.389916
1106,0.355328
1107,0.403247
1108,0.427513
1109,0.387531
1110,0.360241
1111,0.378169
1112,0.363841
1113,0.368105
1114,0.369639
1115,0.371663
1116,0.391525
1117,0.368940
1118,0.350780
1119,0.401712
1120,0.380521
1121,0.397187
1122,0.369082
1123,0.362624
1124,0.385033
1125,0.381571
1126,0.368615
1127,0.395752
1128,0.388919
1129,0.402729
1130,0.373640
1131,0.357324
1132,0.350685
1133,0.364888
1134,0.412468
1135,0.366360
1136,0.370188
1137,0.396402
1138,0.360483
1139,0.387261
1140,0.395716
1141,0.395820
1142,0.374103
1143,0.382611
1144,0.371307
1145,0.381329
1146,0.376277
1147,0.375476
1148,0.365497
1149,0.354639
1150,0.374537
1151,0.380577
1152,0.391772
1153,0.372739
1154,0.371789
1155,0.357641
1156,0.370777
1157,0.379409
1158,0.432317
1159,0.375900
1160,0.410186
1161,0.367041
1162,0.421692
1163,0.375071
1164,0.371713
1165,0.381168
1166,0.358580
1167,0.363203
1168,0.358214
1169,0.361881
1170,0.371676
1171,0.364933
1172,0.374268
1173,0.362571
1174,0.356361
1175,0.386873
1176,0.423128
1177,0.365537
1178,0.356498
1179,0.416696
1180,0.388957
1181,0.362061
1182,0.361132
1183,0.427063
1184,0.385437
1185,0.396975
1186,0.379553
1187,0.403392
1188,0.394811
1189,0.401525
1190,0.393446
1191,0.381161
1192,0.355047
1193,0.415174
1194,0.400018
1195,0.404602
1196,0.407644
1197,0.358988
1198,0.369219
1199,0.441828
1200,0.351613
1201,0.387832
1202,0.373346
1203,0.388171
1204,0.365757
1205,0.378731
1206,0.423167
1207,0.404920
1208,0.384736
1209,0.445356
1210,0.375347
1211,0.363044
1212,0.373162
1213,0.408663
1214,0.402891
1215,0.430653
1216,0.371777
1217,0.382570
1218,0.363282
1219,0.414623
1220,0.391343
1221,0.386785
1222,0.384780
1223,0.398798
1224,0.369792
1225,0.380892
1226,0.391201
1227,0.373427
1228,0.363779
1229,0.364465
1230,0.351353
1231,0.386896
1232,0.364251
1233,0.400429
1234,0.364819
1235,0.370204
1236,0.376863
1237,0.379163
1238,0.351043
1239,0.415070
1240,0.361470
1241,0.417224
1242,0.348659
1243,0.361857
1244,0.371497
1245,0.403645
1246,0.390959
1247,0.406008
1248,0.400495
1249,0.427441
1250,0.356804
1251,0.380404
1252,0.351294
1253,0.412437
1254,0.375821
1255,0.439344
1256,0.351381
1257,0.385420
1258,0.399166
1259,0.370310
1260,0.405968
1261,0.398340
1262,0.420931
1263,0.404978
1264,0.412970
1265,0.406285
1266,0.420669
1267,0.431851
1268,0.383058
1269,0.441650
1270,0.362687
1271,0.415318
1272,0.384000
1273,0.418511
1274,0.384360
1275,0.388624
1276,0.412656
1277,0.363571
1278,0.377936
1279,0.398296
1280,0.358190
1281,0.379780
1282,0.367952
1283,0.380355
1284,0.351576
1285,0.379970
1286,0.360810
1287,0.369213
1288,0.373072
1289,0.402078
1290,0.452011
1291,0.382321
1292,0.359172
1293,0.362697
1294,0.369586
1295,0.431974
1296,0.381983
1297,0.398683
1298,0.374445
1299,0.396933
1300,0.364943
1301,0.436389
1302,0.396515
1303,0.406519
1304,0.392362
1305,0.377701
1306,0.414973
1307,0.366515
1308,0.367880
1309,0.384843
1310,0.438247
1311,0.394397
1312,0.380170
1313,0.395476
1314,0.408854
1315,0.401106
1316,0.362944
1317,0.403999
1318,0.377648
1319,0.419865
1320,0.376664
1321,0.355720
1322,0.398210
1323,0.394518
1324,0.394199
1325,0.389150
1326,0.361427
1327,0.403438
1328,0.366573
1329,0.396110
1330,0.370667
1331,0.364070
1332,0.384246
1333,0.381336
1334,0.403860
1335,0.376343
1336,0.385392
1337,0.378374
1338,0.373038
1339,0.406447
1340,0.386311
1341,0.385602
1342,0.352929
1343,0.382992
1344,0.381728
1345,0.390443
1346,0.407582
1347,0.364232
1348,0.359331
1349,0.396835
1350,0.366003
1351,0.397805
1352,0.402315
1353,0.376947
1354,0.350335
1355,0.364027
1356,0.415017
1357,0.374178
1358,0.383274
1359,0.412507
1360,0.370264
1361,0.405982
1362,0.370456
1363,0.438566
1364,0.401782
1365,0.371083
1366,0.435260
1367,0.458598
1368,0.415295
1369,0.363609
1370,0.379201
1371,0.440059
1372,0.419671
1373,0.385822
1374,0.389926
1375,0.367772
1376,0.379658
1377,0.395345
1378,0.371472
1379,0.376448
1380,0.424953
1381,0.374158
1382,0.418121
1383,0.368934
1384,0.372111
1385,0.390348
1386,0.419550
1387,0.398184
1388,0.381391
1389,0.381139
1390,0.372674
1391,0.395475
1392,0.381332
1393,0.395266
1394,0.353760
1395,0.424298
1396,0.358005
1397,0.444298
1398,0.375938
1399,0.374780
1400,0.386074
1401,0.400227
1402,0.406805
1403,0.416304
1404,0.380268
1405,0.367936
1406,0.386139
1407,0.412179
1408,0.381767
1409,0.397507
1410,0.359713
1411,0.396638
1412,0.357338
1413,0.374546
1414,0.403008
1415,0.377662
1416,0.398219
1417,0.383013
1418,0.377179
1419,0.370415
1420,0.455637
1421,0.362093
1422,0.366268
1423,0.404488
1424,0.402656
1425,0.366633
1426,0.358673
1427,0.410464
1428,0.383111
1429,0.398487
1430,0.375978
1431,0.386147
1432,0.422414
1433,0.368896
1434,0.356675
1435,0.377813
1436,0.361781
1437,0.411020
1438,0.398443
1439,0.396655
1440,0.415064
1441,0.360756
1442,0.381335
1443,0.423862
1444,0.383578
1445,0.357715
1446,0.375227
1447,0.410642
1448,0.475232
1449,0.405121
1450,0.355982
1451,0.381110
1452,0.353554
1453,0.411521
1454,0.393225
1455,0.367866
1456,0.384011
1457,0.368272
1458,0.350564
1459,0.372923
1460,0.407652
1461,0.394623
1462,0.377114
1463,0.352708
1464,0.356371
1465,0.374048
1466,0.471751
1467,0.378068
1468,0.369043
1469,0.404751
1470,0.385517
1471,0.424756
1472,0.360735
1473,0.364730
1474,0.372404
1475,0.379663
1476,0.365856
1477,0.387254
1478,0.402517
1479,0.427193
1480,0.430042
1481,0.374680
1482,0.364764
1483,0.354446
1484,0.394870
1485,0.374716
1486,0.367256
1487,0.374534
1488,0.386466
1489,0.428218
1490,0.393487
1491,0.355912
1492,0.366258
1493,0.372879
1494,0.406397
1495,0.433081
1496,0.352964
1497,0.367432
1498,0.364011
1499,0.371038
1500,0.353868
1501,0.405705
1502,0.402730
1503,0.374678
1504,0.408434
1505,0.410441
1506,0.359756
1507,0.361864
1508,0.372960
1509,0.378045
1510,0.363751
1511,0.399470
1512,0.366223
1513,0.376245
1514,0.370269
1515,0.371854
1516,0.368263
1517,0.428197
1518,0.403238
1519,0.402968
1520,0.379085
1521,0.354052
1522,0.399639
1523,0.371963
1524,0.363606
1525,0.368734
1526,0.444353
1527,0.362354
1528,0.356008
1529,0.384375
1530,0.406938
1531,0.377239
1532,0.417158
1533,0.384076
1534,0.415894
1535,0.375378
1536,0.390354
1537,0.398892
1538,0.407689
1539,0.404457
1540,0.378118
1541,0.394654
1542,0.366197
1543,0.371981
1544,0.352290
1545,0.366912
1546,0.382296
1547,0.359126
1548,0.352934
1549,0.391545
1550,0.421359
1551,0.378173
1552,0.371015
1553,0.368700
1554,0.357853
1555,0.361891
1556,0.381503
1557,0.363011
1558,0.420925
1559,0.379490
1560,0.387699
1561,0.410278
1562,0.369283
1563,0.410510
1564,0.366040
1565,0.383404
1566,0.389126
1567,0.380141
1568,0.381532
1569,0.375941
1570,0.355895
1571,0.423516
1572,0.366806
1573,0.369660
1574,0.399352
1575,0.371897
1576,0.365655
1577,0.371490
1578,0.394707
1579,0.360391
1580,0.379288
1581,0.391325
1582,0.382076
1583,0.404981
1584,0.399223
1585,0.358745
1586,0.410314
1587,0.379597
1588,0.382672
1589,0.389395
1590,0.427329
1591,0.373347
1592,0.377693
1593,0.395704
1594,0.363957
1595,0.400800
1596,0.423010
1597,0.359289
1598,0.376174
1599,0.389311
1600,0.372369
1601,0.368592
1602,0.416402
1603,0.390010
1604,0.384667
1605,0.384551
1606,0.390573
1607,0.351904
1608,0.381491
1609,0.403838
1610,0.378313
1611,0.398713
1612,0.352411
1613,0.371977
1614,0.368098
1615,0.378804
1616,0.399060
1617,0.364173
1618,0.437330
1619,0.369034
1620,0.405231
1621,0.372706
1622,0.408859
1623,0.361494
1624,0.402690
1625,0.400640
1626,0.400749
1627,0.352028
1628,0.383717
1629,0.415594
1630,0.371849
1631,0.384770
1632,0.373792
1633,0.388524
1634,0.381810
1635,0.374071
1636,0.373866
1637,0.379320
1638,0.377556
1639,0.360530
1640,0.350121
1641,0.376321
1642,0.393365
1643,0.356150
1644,0.383992
1645,0.433919
1646,0.414146
1647,0.353734
1648,0.396590
1649,0.423747
1650,0.366889
1651,0.402545
1652,0.405518
1653,0.366573
1654,0.349130
1655,0.374405
1656,0.354378
1657,0.379550
1658,0.351593
1659,0.355639
1660,0.404923
1661,0.394310
1662,0.390815
1663,0.362236
1664,0.442744
1665,0.351863
1666,0.373872
1667,0.357590
1668,0.364263
1669,0.371022
1670,0.371592
1671,0.364151
1672,0.412685
1673,0.371713
1674,0.410476
1675,0.383215
1676,0.364552
1677,0.386381
1678,0.430149
1679,0.424208
1680,0.352233
1681,0.352724
1682,0.419877
1683,0.378855
1684,0.386675
1685,0.387931
1686,0.361294
1687,0.363429
1688,0.404585
1689,0.372375
1690,0.383523
1691,0.378370
1692,0.377804
1693,0.361983
1694,0.372046
1695,0.364590
1696,0.355274
1697,0.351084
1698,0.394754
1699,0.350750
1700,0.350471
1701,0.411323
1702,0.416871
1703,0.351007
1704,0.355770
1705,0.363048
1706,0.368299
1707,0.374227
1708,0.383391
1709,0.406315
1710,0.353874
1711,0.413111
1712,0.393615
1713,0.372667
1714,0.364175
1715,0.423967
1716,0.349462
1717,0.354384
1718,0.373571
1719,0.378786
1720,0.356316
1721,0.390406
1722,0.390542
1723,0.434502
1724,0.439068
1725,0.425790
1726,0.381244
1727,0.392643
1728,0.359993
1729,0.437826
1730,0.361867
1731,0.390713
1732,0.368842
1733,0.357470
1734,0.353834
1735,0.385495
1736,0.354059
1737,0.375603
1738,0.364682
1739,0.368581
1740,0.378872
1741,0.375681
1742,0.414908
1743,0.361657
1744,0.365096
1745,0.382069
1746,0.364504
1747,0.361952
1748,0.375918
1749,0.372615
1750,0.371453
1751,0.363302
1752,0.376643
1753,0.399372
1754,0.399789
1755,0.391398
1756,0.408835
1757,0.375829
1758,0.394847
1759,0.407465
1760,0.374918
1761,0.373050
1762,0.359787
1763,0.356461
1764,0.386440
1765,0.358593
1766,0.392044
1767,0.359825
1768,0.404958
1769,0.409674
1770,0.357446
1771,0.442367
1772,0.395818
1773,0.370667
1774,0.409180
1775,0.419579
1776,0.394486
1777,0.368490
1778,0.429311
1779,0.366393
1780,0.378221
1781,0.375153
1782,0.378099
1783,0.383722
1784,0.402323
1785,0.373761
1786,0.351835
1787,0.351340
1788,0.369521
1789,0.366687
1790,0.426132
1791,0.392569
1792,0.367516
1793,0.376652
1794,0.384714
1795,0.383863
1796,0.374371
1797,0.410487
1798,0.421577
1799,0.380106
1800,0.397479
1801,0.366681
1802,0.376895
1803,0.369129
1804,0.379819
1805,0.371438
1806,0.376430
1807,0.354896
1808,0.379405
1809,0.391224
1810,0.372441
1811,0.364302
1812,0.364003
1813,0.374061
1814,0.411723
1815,0.357364
1816,0.353101
1817,0.390152
1818,0.364801
1819,0.430027
1820,0.392603
1821,0.358703
1822,0.351598
1823,0.387320
1824,0.381746
1825,0.376958
1826,0.429329
1827,0.372463
1828,0.420054
1829,0.375731
1830,0.368982
1831,0.355056
1832,0.355729
1833,0.377948
1834,0.381537
1835,0.366856
1836,0.362919
1837,0.411868
1838,0.355236
1839,0.358582
1840,0.406207
1841,0.404220
1842,0.379825
1843,0.424665
1844,0.398135
1845,0.425261
1846,0.358238
1847,0.385304
1848,0.367586
1849,0.389334
1850,0.350572
1851,0.430984
1852,0.364965
1853,0.375893
1854,0.356518
1855,0.379007
1856,0.394080
1857,0.425231
1858,0.371541
1859,0.364332
1860,0.370072
1861,0.403162
1862,0.370053
1863,0.409978
1864,0.366118
1865,0.418124
1866,0.364269
1867,0.389854
1868,0.415769
1869,0.384682
1870,0.363903
1871,0.404506
